thita,fay,f_edge,f_grad,f_var,f_mean,f_hist,f_dir,f_Q
80,100,0.767839,0.984024,0.0779787,0.878174,0.975611,0,1.97796
80,110,0.742115,0.986646,0.170975,0.904843,1,0,2.03468
80,120,0.733445,0.988358,0.233766,0.917187,1,0,2.06684
80,130,0.751286,0.994899,0.254269,0.924501,1,0,2.09465
80,140,0.779434,1,0.285022,0.939284,1,0,2.13589
80,150,0.793929,1,0.260468,0.941917,1,0,2.13336
80,160,0.7954,1,0.239666,0.943521,1,0,2.12448
80,170,0.791866,1,0.22536,0.945831,1,0,2.11613
80,180,0.780994,1,0.223827,0.945286,1,0,2.10862
80,190,0.791899,1,0.228108,0.946139,1,0,2.11765
80,200,0.796184,1,0.243362,0.944014,1,0,2.127
80,210,0.792305,1,0.263876,0.942439,1,0,2.1343
80,220,0.777835,1,0.290167,0.94017,1,0,2.13785
80,230,0.749518,0.998504,0.261966,0.925668,1,0,2.10006
80,240,0.732063,0.987794,0.240363,0.918321,1,0,2.06942
80,250,0.742106,0.992764,0.176375,0.905879,1,0,2.04146
80,260,0.765356,0.98728,0.0815819,0.879312,0.977652,0,1.98181
80,270,0.783872,0.986869,0.010826,0.859939,0.949426,0,1.93402
80,280,0.793581,0.984959,0.0307831,0.845841,0.92177,0,1.92783
80,290,0.794273,0.975686,0.0463888,0.836484,0.91102,0,1.92082
80,300,0.792076,0.973635,0.0374804,0.838756,0.919952,0,1.91964
80,310,0.767208,0.962851,0.00503367,0.847587,0.931268,0,1.89179
80,320,0.751439,0.959116,0.050062,0.861509,0.944815,0,1.91562
80,330,0.740256,0.958568,0.122817,0.881544,0.977112,0,1.97073
80,340,0.742574,0.974003,0.206072,0.905268,1,0,2.04509
80,350,0.749517,0.98108,0.304372,0.925669,1,0,2.11081
90,0,0.823362,1,0.807354,0.993306,1,0,2.44502
90,10,0.803414,1,0.598554,0.974835,1,0,2.32126
90,20,0.801842,1,0.509812,0.962182,1,0,2.27088
90,30,0.777666,1,0.439609,0.950668,1,0,2.21667
90,40,0.782552,1,0.385082,0.939554,1,0,2.18789
90,50,0.791813,0.996695,0.338208,0.930408,1,0,2.16437
90,60,0.803755,0.992769,0.30828,0.926916,1,0,2.15282
90,70,0.810745,0.986379,0.293951,0.925377,1,0,2.1454
90,80,0.809384,0.984528,0.301863,0.928408,1,0,2.14864
90,90,0.784494,0.99282,0.337069,0.93719,1,0,2.1598
90,100,0.771912,1,0.388906,0.950515,1,0,2.18781
90,110,0.771609,1,0.452068,0.96247,1,0,2.22399
90,120,0.787663,1,0.52117,0.969625,1,0,2.27103
90,130,0.789696,1,0.544546,0.969429,1,0,2.28386
90,140,0.80549,1,0.49953,0.964128,1,0,2.26871
90,150,0.827175,1,0.437085,0.961301,1,0,2.24937
90,160,0.843108,1,0.397453,0.959858,1,0,2.23853
90,170,0.842315,1,0.385446,0.960459,1,0,2.2323
90,180,0.853896,1,0.377616,0.960864,1,0,2.23549
90,190,0.841036,1,0.385017,0.960439,1,0,2.23131
90,200,0.83893,1,0.399931,0.960135,1,0,2.23738
90,210,0.825924,1,0.439875,0.961523,1,0,2.2501
90,220,0.802679,1,0.502848,0.964376,1,0,2.26878
90,230,0.78876,1,0.553815,0.970285,1,0,2.28828
90,240,0.786577,1,0.531741,0.97075,1,0,2.27612
90,250,0.772547,1,0.459372,0.96334,1,0,2.22855
90,260,0.771703,0.996946,0.394516,0.951625,1,0,2.1891
90,270,0.784031,0.99287,0.342873,0.938519,1,0,2.16298
90,280,0.807876,0.98343,0.307058,0.92964,1,0,2.15017
90,290,0.809317,0.983355,0.300178,0.926822,1,0,2.14642
90,300,0.803706,0.985369,0.315518,0.92837,1,0,2.15255
90,310,0.788869,0.988144,0.346186,0.931915,1,0,2.16207
90,320,0.776075,0.988786,0.393581,0.941073,1,0,2.18214
90,330,0.772909,0.999092,0.448972,0.952108,1,0,2.21853
90,340,0.797675,0.995373,0.51759,0.963356,1,0,2.26997
90,350,0.80308,1,0.606138,0.975601,1,0,2.32516
